fecha|modeloAvion|lugarAccidente|fallecidosTotales
Apr 9, 2008|Swearingen SA227 Metro III|Sydney, New South Wales|1
Apr 9, 2008|Grumman G-21A Goose|Unalaska, Alaska|0
Apr 3, 2008|Cessna 406 Caravan|Mwanza, Mwanza Region|2
Mar 31, 2008|Embraer EMB-820 Navajo/Carajá|Lençóis, Bahia|2
Mar 19, 2008|Dornier DO328|Mannheim, Baden-Württemberg|0
Mar 19, 2008|Raytheon 390 Premier I|Udaipur, Rajasthan|0
Mar 15, 2008|Beechcraft 1900D|Bushi, Cross River|2
Feb 29, 2008|PZL-Mielec AN-2|Orenburg, Orenburg oblast|0
Feb 22, 2008|Beechcraft 1900D|Kayenta-Peabody Bedard Field, Arizona|0
Feb 21, 2008|ATR42-300|Mérida, Mérida|46
Feb 16, 2008|Cessna 414 Chancellor|Benton, Kansas|2
Feb 2, 2008|Fokker F27 Friendship|Edinburgh, Midlothian (County of Edinburgh)|0
Feb 2, 2008|Britten-Norman Islander|Anguilla, All Anguilla|0
Feb 2, 2008|Cessna 340|Cabazon, California|4
Feb 2, 2008|Boeing 747-200|Lomé, Maritime|0
Feb 1, 2008|Cessna 525 CitationJet CJ1|West Gardiner, Maine|2
Feb 1, 2008|Beechcraft 90 King Air|Mount Airy, North Carolina|6
Feb 1, 2008|Boeing 727-200|Trinidad-Jorge Heinrich Arauz, Beni|0
Jan 29, 2008|Grumman G-21A Goose|Marathon, Florida|0
Jan 26, 2008|Casa 212 Aviocar|Long Apung, North Kalimantan|3
Jan 23, 2008|Casa C-295M|Mirosławiec, West Pomeranian Voivodeship (Zachodniopomorskie)|20
Jan 19, 2008|Beechcraft 200 Super King Air|Huambo-Albano Machado, Huambo|13
Jan 18, 2008|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|San Antonio, Texas|1
Jan 16, 2008|Rockwell Aero Commander 500|Tulsa, Oklahoma|1
Jan 14, 2008|Beechcraft 1900C|Lihue, Hawaii|1
Jan 12, 2008|Cessna 340|Port Clinton (Erie-Ottawa-Carl R. Keller Field), Ohio|4
Jan 11, 2008|PZL-Mielec AN-2|Trbovlje, Central Sava (Zasavska)|1
Jan 2, 2008|Fokker 100|Tehran-Mehrabad, Tehran City District|0
Dec 30, 2007|Boeing 737-300|Bucharest-Otopeni-Henri Coandă, București|0
Dec 26, 2007|Canadair CL-604 Challenger|Almaty, Almaty Province|1
Dec 18, 2007|Cessna 208B Grand Caravan|Bethel, Alaska|0
Dec 10, 2007|Beechcraft 200 Super King Air|Salmon, Idaho|2
Dec 9, 2007|Beechcraft 90 King Air|Kiev-Zhuliany-Igor Sikorsky, Kiev oblast|5
Dec 5, 2007|Cessna 208B Grand Caravan|Columbus-Rickenbacker (Lockbourne AFB), Ohio|2
Dec 4, 2007|Beechcraft 60 Duke|Wilmington-New Castle County, Delaware|1
Nov 30, 2007|McDonnell Douglas MD-83|Isparta, Mediterranean Region (Akdeniz Bölgesi)|57
Nov 15, 2007|Airbus A340-600|Toulouse-Blagnac, Haute-Garonne|0
Nov 15, 2007|Cessna 404 Titan|Nakatsugawa, Chūbu|2
Nov 11, 2007|Bombardier Global Express/XRS|Fox Harbour, Nova Scotia|0
Nov 10, 2007|Fletcher FU-24|Opotiki, Bay of Plenty Regional Council|1
Nov 9, 2007|Airbus A340-600|Quito-Mariscal Sucre (City), Pichincha|0
Nov 9, 2007|Piper PA-60 Aerostar (Ted Smith 600)|McFarland, California|3
Nov 6, 2007|Beechcraft 100 King Air|Chino, California|2
Nov 6, 2007|Cessna 340|Garberville, California|3
Nov 4, 2007|Learjet 35|Campo de Marte AFB (São Paulo), São Paulo|8
Nov 1, 2007|Boeing 737-200|Malang, West Java|0
Oct 31, 2007|Fokker F27 Friendship|Panama City-Marcos A. Gelabert (Albrook AFB), Panamá|0
Oct 27, 2007|Cessna 650 Citation III|Atlantic City, New Jersey|0
Oct 26, 2007|Airbus A320|Butuan, Agusan del Norte|0
Oct 25, 2007|Beechcraft 100 King Air|Chibougamau, Quebec|2
Oct 17, 2007|Learjet 35|Goodland, Kansas|0
Oct 8, 2007|Let L-410|Cubarral, Meta|17
Oct 7, 2007|Gulfstream GII|Santo Domingo, Mérida|2
Oct 7, 2007|Cessna 208B Grand Caravan|Naches, Washington|10
Oct 5, 2007|Fletcher FU-24|Libo (Samsam), Riau|0
Oct 4, 2007|Beechcraft 90 King Air|Pagosa Springs-Stevens Field, Colorado|3
Sep 26, 2007|Cessna 406 Caravan|Entebbe, Central|2
Sep 24, 2007|Gulfstream GII|Tixkokob, Yucatán|0
Sep 21, 2007|Beechcraft H18|Fort Lauderdale-Hollywood, Florida|0
Sep 19, 2007|Beechcraft 90 King Air|Chattanooga, Tennessee|0
Sep 17, 2007|Beechcraft 60 Duke|Silvânia, Goiás|2
Sep 16, 2007|McDonnell Douglas MD-82|Phuket, Phuket (ภูเก็ต)|90
Sep 14, 2007|IAI 1125 Astra|Atlanta-DeKalb-Peachtree, Georgia|0
Sep 11, 2007|Cessna 208B Grand Caravan|Port-au-Prince, West|0
Sep 8, 2007|Partenavia P.68|Bangalore-Hindustan, Karnataka|4
Aug 22, 2007|Embraer EMB-110 Bandeirante|Curitiba-Afonso Pena, Paraná|2
Aug 16, 2007|De Havilland DHC-2 Beaver|Traitor's Cove, Alaska|6
Aug 16, 2007|PAC Cresco 08-600 (08-750)|Tully, Queensland|1
Aug 6, 2007|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Sitka, Alaska|4
Aug 5, 2007|Beechcraft 90 King Air|Ruidoso, New Mexico|5
Jul 24, 2007|De Havilland DHC-2 Beaver|Ketchikan, Alaska|5
Jul 23, 2007|Canadair CL-415|Acciano, Abruzzo|1
Jul 19, 2007|Beechcraft C-45 Expeditor|Longmont, Colorado|0
Jul 17, 2007|Airbus A320|São Paulo-Congonhas, São Paulo|199
Jul 17, 2007|Embraer ERJ-190|Santa Marta-Simón Bolívar, Magdalena|0
Jul 11, 2007|Piper PA-31-350 Navajo Chieftain|Orlando-Intl, Florida|0
Jul 8, 2007|De Havilland DHC-6 Twin Otter|Muncho Lake, British Columbia|1
Jul 5, 2007|Cessna 208B Grand Caravan|Aerfort na Minna (Aran Island), Connacht|2
Jul 5, 2007|Rockwell Sabreliner 40|Culiacán Rosales, Sinaloa|10
Jul 3, 2007|Beechcraft 90 King Air|Carlsbad, California|2
Jul 1, 2007|ATR72-200|Indore, Madhya Pradesh|0
Jun 30, 2007|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Wangerooge Island, Lower Saxony|0
Jun 30, 2007|Cessna 500 Citation|Conway, Arkansas|2
Jun 28, 2007|Boeing 737-200|M'Banza Congo, Zaire|6
Jun 28, 2007|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Wellsville, Missouri|3
Jun 25, 2007|Antonov AN-24|Sihanoukville, Kampong Thom|22
Jun 23, 2007|Yakovlev Yak-40|Naryn, Naryn Province|0
Jun 15, 2007|BAe ATP|Chennai, Tamil Nadu|0
Jun 4, 2007|Cessna 550 Citation II|Milwaukee, Wisconsin|6
Jun 2, 2007|De Havilland DHC-3 Otter|Mayo, Yukon|1
May 30, 2007|Aviation Traders ATL-98 Carvair|Nixon Fork Mine, Alaska|0
May 24, 2007|De Havilland DHC-6 Twin Otter|Pampa Hermosa, San Martín|13
May 23, 2007|Cessna 421A Golden Eagle I|Chesterfield-Spirit of St Louis, Missouri|0
May 5, 2007|Boeing 737-800|Douala, Littoral|114
Apr 1, 2007|Piper PA-31-350 Navajo Chieftain|Grand Lac Germain, Quebec|1
Mar 17, 2007|Tupolev TU-134|Samara-Kurumoch, Samara oblast|6
Mar 12, 2007|Saab 340|Kuwait City, All Kuwait|0
Mar 11, 2007|De Havilland DHC-2 Beaver|Headcorn, Kent|1
Mar 7, 2007|Boeing 737-400|Yogyakarta, Special Region of Yogyakarta|21
Mar 3, 2007|Britten-Norman Islander|Ruhnu Island, Saaremaa|0
Feb 21, 2007|Boeing 737-300|Surabaya-Juanda, East Java|0
Feb 16, 2007|Cessna 340|Council Bluffs, Iowa|4
Feb 12, 2007|Piper PA-31 Cheyenne|Zweibrücken, Rhineland-Palatinate|1
Feb 9, 2007|Cessna 414 Chancellor|Rocksprings, Texas|2
Feb 9, 2007|Beechcraft H18|Great Bend, Kansas|1
Feb 8, 2007|Cessna 208B Grand Caravan|Alliance, Nebraska|0
Feb 6, 2007|Beechcraft 200 Super King Air|Bozeman, Montana|3
Feb 6, 2007|Beechcraft 200 Super King Air|East Bay Cay, All Turks and Caicos Islands|1
Feb 4, 2007|Douglas DC-8|Miami-Intl, Florida|0
Feb 2, 2007|Socata TBM-700|New Bedford, Massachusetts|3
Feb 2, 2007|Beechcraft 200 Super King Air|Cape Girardeau, Missouri|0
Jan 24, 2007|Beechcraft 99 Airliner|Milwaukee-General Billy Mitchell, Wisconsin|0
Jan 24, 2007|Cessna 550 Citation II|Butler, Pennsylvania|0
Jan 15, 2007|Partenavia P.68|Adjuntas, All Puerto Rico|2
Jan 12, 2007|Cessna 425 Conquest|Harbor Springs, Michigan|0
Jan 12, 2007|Cessna 525 CitationJet CJ1|Van Nuys, California|2
Jan 10, 2007|Learjet 35|Columbus-Rickenbacker (Lockbourne AFB), Ohio|0
Jan 9, 2007|Learjet 24|Guadalajara, Jalisco|2
Jan 9, 2007|BAe Jetstream 31|Fort Saint John, British Columbia|0
Jan 9, 2007|Antonov AN-26|Balad, Salāh ad-Dīn (صلاح الدين)|34
Jan 8, 2007|Piper PA-61 Aerostar (Ted Smith 601)|Jamestown-Chautauqua County, New York|1
Jan 7, 2007|Beechcraft 100 King Air|Sandy Bay, Saskatchewan|1
Jan 5, 2007|Piper PA-31-310 Navajo|Matambwe, Morogoro|1
Jan 1, 2007|Boeing 737-400|Makassar (Ujung Pandang), South Sulawesi|102
Dec 30, 2006|Rockwell Sabreliner 40|Culiacán Rosales, Sinaloa|2
Dec 29, 2006|Beechcraft 99 Airliner|Rapid City, South Dakota|0
Dec 26, 2006|Cessna 414 Chancellor|Johnstown, Pennsylvania|2
Dec 25, 2006|Cessna 414 Chancellor|Lawrenceville-Gwinett County-Briscoe, Georgia|3
Dec 24, 2006|Boeing 737-400|Makassar (Ujung Pandang), South Sulawesi|0
Dec 22, 2006|Cessna 340|Charleston-Executive (Johns Island), South Carolina|4
Dec 22, 2006|Cessna 421B Golden Eagle II|Greenhead, Florida|5
Dec 21, 2006|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Concord-Buchanan Field, California|4
Dec 19, 2006|Rockwell Sabreliner 40|Monterrey-General Mariano Escobedo, Nuevo León|0
Dec 15, 2006|Cessna 421B Golden Eagle II|La Fonda Ranch, Texas|0
Dec 15, 2006|Swearingen SA227 Metro III|Buenos Aires-Ezeiza-Ministro Pistarini, Buenos Aires City|0
Nov 24, 2006|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Tartu, Tartumaa|0
Nov 18, 2006|Boeing 727-100|Leticia-Alfredo Vásquez Cobo, Amazonas|6
Nov 17, 2006|De Havilland DHC-6 Twin Otter|Mt Puncak Jaya, Special Region of Papua|12
Nov 13, 2006|Cessna 303 Crusader|Mill Creek, Indiana|5
Nov 1, 2006|Antonov AN-12|Lokichoggio, Rift Valley|0
Oct 29, 2006|Boeing 737-200|Abuja, Abuja Federal Capital Territory|96
Oct 26, 2006|Casa 212 Aviocar|Falsterbo, Skåne|4
Oct 19, 2006|Xian Yunsunji Y-7-100|Hengshui, Hebei|2
Oct 19, 2006|PZL-Mielec AN-2|Aranchi, Tashkent Province (Toshkent viloyati)|15
Oct 19, 2006|Beechcraft 90 King Air|Besançon, Doubs|4
Oct 18, 2006|Piper PA-42 Cheyenne|Prescott, Arizona|5
Oct 15, 2006|Rockwell Grand Commander 690|Antlers, Oklahoma|4
Oct 13, 2006|Cessna 207 Skywagon/Stationair|Tuntutuliak, Alaska|0
Oct 12, 2006|Beechcraft 200 Super King Air|Leonardtown, Maryland|0
Oct 3, 2006|Boeing 737-200|Tarakan, West Kalimantan|0
Oct 2, 2006|Learjet C-21A|Decatur, Illinois|0
Sep 29, 2006|Boeing 737-800|Peixoto de Azevedo, Mato Grosso|154
Sep 26, 2006|Boeing KC-135 Stratotanker|Bishkek-Manas, Bishkek City|0
Sep 21, 2006|De Havilland DHC-2 Beaver|Swikshak Lagoon, Alaska|1
Sep 19, 2006|Cessna 303 Crusader|Aldeburgh, Suffolk|0
Sep 17, 2006|Dornier DO228|Vande Ikya, Benue|13
Sep 15, 2006|De Havilland DHC-2 Beaver|Skwentna, Alaska|2
Sep 7, 2006|Boeing 727-200|Lagos-Murtala Muhammed, Lagos|0
Sep 1, 2006|Mitsubishi MU-2 Marquise|Argyle, Florida|1
Aug 28, 2006|Hawker 800XP|Carson City, Nevada|0
Aug 28, 2006|Cessna 401|Whick, Kentucky|7
Aug 27, 2006|Canadair RegionalJet CRJ-200|Lexington-Blue Grass, Kentucky|49
Aug 17, 2006|Swearingen SA227 Metro III|Grain Valley, Missouri|0
Aug 12, 2006|Antonov AN-2|Novobratskoye, Akmola|1
Aug 11, 2006|Piper PA-31-310 Navajo|Mt Yerbas Buenas, Región de Atacama|2
Aug 4, 2006|Embraer EMB-110 Bandeirante|Pownal, Vermont|1
Aug 4, 2006|Let L-410|La Venturosa, Vichada|0
Aug 3, 2006|PZL-Mielec AN-28|Bukavu, Sud-Kivu|17
Jul 27, 2006|Beriev Be-103|Khabarovsk, Khabarovsk Krai|0
Jul 25, 2006|Spectrum FJ33|Spanish Fork, Utah|2
Jul 19, 2006|Cessna 560 Citation Encore|Cresco, Iowa|2
Jul 12, 2006|Lockheed C-130 Hercules|Kigoma, Kigoma Region|0
Jul 9, 2006|Airbus A310|Irkutsk-Intl, Irkutsk oblast|125
Jul 6, 2006|Canadair CL-215|Patroklos Island, Attica / Αττική|0
Jul 5, 2006|Rockwell Sabreliner 40|Mexico City-Benito Juarez, Federal District of Mexico City|0
Jul 1, 2006|Swearingen SA227 Metro III|Canberra, Australian Capital Territory|0
Jun 30, 2006|Cessna 208B Grand Caravan|Vilanculos, Inhambane|1
Jun 25, 2006|Mitsubishi MU-2 Marquise|Fort Pierce, Florida|1
Jun 24, 2006|Cessna 560 Citation Encore|Upland, California|1
Jun 24, 2006|Pilatus PC-12|Big Timber, Montana|2
Jun 21, 2006|De Havilland DHC-6 Twin Otter|Jumla, Karnali|9
Jun 17, 2006|PZL-Mielec AN-2|Tayinsha, North Kazakhstan|1
Jun 15, 2006|Boeing 737-300|East Midlands, Leicestershire|0
Jun 12, 2006|Beechcraft 90 King Air|Tampa-Peter O’Knight, Florida|1
Jun 7, 2006|Boeing 747-200|Medellín-José María Córdova (Rionegro), Antioquia|0
Jun 2, 2006|Learjet 35|Groton, Connecticut|2
May 22, 2006|De Havilland DHC-2 Beaver|Hallo Bay, Alaska|0
May 18, 2006|Cessna 207 Skywagon/Stationair|Pemberton, British Columbia|1
May 14, 2006|Convair CV-580|La Ronge, Saskatchewan|1
May 8, 2006|Cessna 421B Golden Eagle II|Marathon, Florida|0
May 5, 2006|IAI Arava 201|El Cedrito, Vargas|5
May 5, 2006|Rockwell Shrike Commander 500|Natal, Rio Grande do Norte|0
May 3, 2006|Airbus A320|Sochi-Adler, Krasnodar Krai|113
Apr 30, 2006|Partenavia P.68|Panda Ranch (Molokai), Hawaii|0
Apr 28, 2006|Cessna 208B Grand Caravan|Mt Margherita, Western|3
Apr 24, 2006|Antonov AN-32|Lashkar Gah, Helmand|5
Apr 23, 2006|PZL-Mielec AN-2|Tersky, Stavropol Krai|4
Apr 21, 2006|Cessna 402|Freeport, West Grand Bahama|0
Apr 20, 2006|Rockwell Sabreliner 75|Alexandria, Alexandria|0
Apr 11, 2006|Antonov AN-2|Kozlovets, Veliko Tarnovo|2
Apr 10, 2006|Harbin Yunsunji Y-12|Marsabit, Rift Valley|14
Apr 3, 2006|Lockheed C-5 Galaxy|Dover AFB, Delaware|0
Mar 31, 2006|Let L-410|Rio Bonito, Rio de Janeiro|19
Mar 31, 2006|Fletcher FU-24|Kaitaia, Northland Regional Council|1
Mar 29, 2006|Ilyushin II-62|Moscow-Domodedovo, Moscow oblast|0
Mar 28, 2006|Cessna 208B Grand Caravan|Oak Glen, California|2
Mar 23, 2006|Cessna 340|Melbourne, Florida|3
Mar 22, 2006|Learjet 35|Philadelphia, Pennsylvania|0
Mar 18, 2006|Beechcraft 99 Airliner|Butte, Montana|2
Mar 8, 2006|Cessna 414 Chancellor|Kahului, Hawaii|3
Mar 8, 2006|Piper PA-31-350 Navajo Chieftain|Powell River, British Columbia|1
Mar 7, 2006|Cessna 421C Golden Eagle III|Pamplona, Navarre|2
Mar 4, 2006|McDonnell Douglas MD-82|Surabaya-Juanda, East Java|0
Feb 16, 2006|Cessna 501 Citation I|Sulaymānīyah, As-Sulaymāniyyah (السليمانية)|6
Feb 15, 2006|Dassault Falcon 20|Kiel-Holtenau, Schleswig-Holstein|0
Feb 12, 2006|Grumman G-159 Gulfstream I|El Petén, Petén|2
Feb 5, 2006|Short 360|Watertown, Wisconsin|3
Feb 5, 2006|Short 360|Watertown, Wisconsin|0
Feb 3, 2006|Beechcraft 200 Super King Air|North Myrtle Beach, South Carolina|6
Feb 3, 2006|Rockwell Grand Commander 680|Cuchilla La Marimonda, Magdalena|1
Feb 1, 2006|Cessna 500 Citation|Greensboro, North Carolina|0
Jan 30, 2006|Cessna 421B Golden Eagle II|Chicago-Executive (Palwaukee), Illinois|4
Jan 25, 2006|Cessna 421C Golden Eagle III|Carson, Washington|1
Jan 24, 2006|Antonov AN-12|Mbuji-Mayi, Kasai-Oriental|0
Jan 24, 2006|Cessna 560 Citation V|Carlsbad, California|4
Jan 19, 2006|Antonov AN-24|Telkibánya, Borsod-Abaúj-Zemplén|42
Jan 12, 2006|Beechcraft 350 Super King Air|Freiburg im Breisgau, Baden-Württemberg|2
Jan 11, 2006|Piper PA-31-310 Navajo|Wetaskiwin, Alberta|0
Jan 10, 2006|Rockwell T-39 Sabreliner|Villanow, Georgia|4
Jan 2, 2006|Beechcraft 100 King Air|Sault Sainte Marie, Michigan|0
Dec 28, 2005|Learjet 35|Truckee, California|2
Dec 27, 2005|Socata TBM-700|Lancaster-General William J. Fox, California|0
Dec 10, 2005|Douglas DC-9|Port Harcourt, Rivers|108
Nov 29, 2005|Cessna 425 Conquest|Bozeman, Montana|1
Nov 22, 2005|Fletcher FU-24|Whangarei, Northland Regional Council|2
Nov 21, 2005|Xian Yunsunji Y-7-100|Ratanakiri, Ratanakiri|0
Nov 18, 2005|PZL-Mielec AN-2|Sangar, Republic of Yakutia (Sakha)|0
Nov 16, 2005|Rockwell Aero Commander 500|Gaylord, Michigan|1
Nov 11, 2005|Ilyushin II-76|Kōh-e Khāk-e Shahīdān, Kabul|8
Nov 8, 2005|Piper PA-31-350 Navajo Chieftain|Ankeny, Iowa|2
Nov 5, 2005|Cessna 500 Citation|Houston-William P. Hobby, Texas|2
Nov 4, 2005|PZL-Mielec AN-28|Hanoi, Hà Nội City District|3
Oct 30, 2005|Let L-410|Bergamo-Orio al Serio, Lombardy|3
Oct 26, 2005|Learjet 25|Sacramento-McClellan, California|0
Oct 23, 2005|Cessna 411|East Hampton, New York|1
Oct 18, 2005|Cessna 208B Grand Caravan|Round Rock, Texas|0
Oct 9, 2005|Casa 212 Aviocar|Girona, Catalonia|0
Oct 3, 2005|Pilatus PC-6 (Porter & Turbo Porter)|DeLand, Florida|0
Sep 30, 2005|Cessna 421C Golden Eagle III|Northrepps, Norfolk|0
Sep 30, 2005|Cessna 550 Citation II|Fort Yukon, Alaska|0
Sep 22, 2005|Mitsubishi MU-2 Marquise|West Memphis, Arkansas|1
Sep 21, 2005|Piper PA-61 Aerostar (Ted Smith 601)|Mexia, Texas|0
Sep 16, 2005|Cessna 207 Skywagon/Stationair|San Juan de Manapiare, Amazonas|4
Sep 16, 2005|Cessna 525 CitationJet CJ1|Alto da Boa Vista, Rio de Janeiro|2
Sep 11, 2005|NAMC YS-11|Mae Sot, Tak (ตาก)|0
Sep 9, 2005|Britten-Norman Islander|Samarinda, East Kalimantan|0
Sep 5, 2005|Boeing 737-200|Medan-Polonia, North Sumatra|149
Sep 5, 2005|Antonov AN-26|Isiro, Orientale|11
Sep 4, 2005|PZL-Mielec AN-2|Ekimchan, Amur oblast|3
Sep 1, 2005|De Havilland DHC-2 Beaver|Elross Lake, Quebec|1
Aug 28, 2005|Cessna 441 Conquest|Anchorage-Ted Stevens Intl, Alaska|0
Aug 23, 2005|Boeing 737-200|Pucallpa, Ucayali|40
Aug 21, 2005|Britten-Norman Islander|Durban-Virginia, KwaZulu-Natal|0
Aug 19, 2005|Boeing 747-200|Agana-Antonio Borja Won Pat, All Guam Island|0
Aug 16, 2005|McDonnell Douglas MD-82|Machiques, Zulia|160
Aug 14, 2005|Boeing 737-300|Grammatiko, Attica / Αττική|121
Aug 13, 2005|Cessna 425 Conquest|Denver-Centennial, Colorado|4
Aug 6, 2005|ATR72-200|Palermo, Sicily|16
Aug 5, 2005|Cessna 421C Golden Eagle III|Chicago-Executive (Palwaukee), Illinois|0
Aug 4, 2005|Mitsubishi MU-2 Marquise|Parker, Colorado|1
Aug 2, 2005|Airbus A340-300|Toronto-Lester Bowles Pearson, Ontario|0
Jul 28, 2005|Beechcraft 200 Super King Air|Squamish, British Columbia|2
Jul 21, 2005|Rockwell Grand Commander 680|North Las Vegas, Nevada|0
Jul 19, 2005|Grumman S-2 Tracker|Taradeau, Var|0
Jul 19, 2005|Yakovlev Yak-40|Caticlan (Malay), Aklan|0
Jul 16, 2005|Antonov AN-24|Malabo, Bioko Norte Province (Malabo)|60
Jul 15, 2005|Learjet 35|Eagle County-FlyVail, Colorado|0
Jul 8, 2005|Piper PA-31-350 Navajo Chieftain|Mount Hotham, Victoria|3
Jul 4, 2005|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Grand Rapids-Itasca County, Minnesota|1
Jul 1, 2005|Cessna 207 Skywagon/Stationair|West Amatuli Island, Alaska|3
Jul 1, 2005|Douglas DC-10|Chittagong, Chittagong|0
Jun 28, 2005|Cessna 208A Caravan|Matemo Island, Manica|0
Jun 24, 2005|De Havilland DHC-3 Otter|Yellowknife, Northwest Territories|0
Jun 23, 2005|Beechcraft 90 King Air|New Roads-False River, Louisiana|5
Jun 20, 2005|Cessna 401|Houston-William P. Hobby, Texas|0
Jun 13, 2005|Douglas DC-3|Fort Lauderdale-Executive, Florida|0
Jun 13, 2005|Beechcraft 90 King Air|Marble Canyon, Arizona|0
Jun 10, 2005|Lockheed C-130 Hercules|Lokichoggio, Rift Valley|0
Jun 10, 2005|Hawker Siddeley HS.780 Andover C.1|Lokichoggio, Rift Valley|0
Jun 4, 2005|De Havilland DHC-6 Twin Otter|Rittman, Ohio|0
Jun 3, 2005|Rockwell Grand Commander 690|El Gallito, Nuevo León|3
May 31, 2005|Swearingen SA226T Merlin III|Teterboro, New Jersey|0
May 24, 2005|Mitsubishi MU-2 Marquise|Hillsboro, Oregon|4
May 24, 2005|Beechcraft 350 Super King Air|El Junquito, Caracas Federal District|2
May 16, 2005|Britten-Norman Islander|Moss Town, Exuma|0
May 10, 2005|Douglas DC-9|Minneapolis-Saint Paul, Minnesota|0
May 10, 2005|Swearingen SA226 Metro II|Thompson, Manitoba|0
May 8, 2005|Piper PA-31-350 Navajo Chieftain|Córdoba-Ambrosio Taravella (Pajas Blancas), Córdoba|6
May 7, 2005|Swearingen SA227 Metro III|Lockhart River, Queensland|15
May 5, 2005|Rockwell Gulfstream 690D Jetprop 900|North Las Vegas, Nevada|1
May 3, 2005|Swearingen SA227 Metro III|Stratford, Taranaki Regional Council|2
Apr 26, 2005|Swearingen SA26T Merlin II|Lawrenceville-Gwinett County-Briscoe, Georgia|0
Apr 20, 2005|Lockheed P-3 Orion|Chico, California|3
Apr 18, 2005|Beechcraft 200 Super King Air|Lima-Callao-Jorge Chávez, Lima|0
Apr 12, 2005|De Havilland DHC-6 Twin Otter|Timika, Special Region of Papua|17
Apr 7, 2005|Fokker F28 Fellowship|Coca, Orellana|0
Mar 31, 2005|Lockheed C-130 Hercules|Gramsh, Elbasan|9
Mar 31, 2005|Antonov AN-12|Al Mukalla, Hadhramaut (حضرموت)|0
Mar 29, 2005|SCAN-30|Manerba di Garda, Lombardy|0
Mar 27, 2005|Pilatus PC-12|State College-University Park, Pennsylvania|6
Mar 23, 2005|Ilyushin II-76|Mwanza, Mwanza Region|8
Mar 19, 2005|Boeing 707|Entebbe, Central|0
Mar 18, 2005|Canadair CL-415|Forte dei Marmi, Tuscany|2
Mar 16, 2005|Antonov AN-24|Varandey, Nenets Autonomous Okrug|28
Mar 15, 2005|Britten-Norman Islander|Campbeltown, Argyll|2
Mar 11, 2005|Mitsubishi MU-2 Marquise|Blythe, California|0
Mar 8, 2005|Cessna 500 Citation|Charallave-Óscar Machado Zuloaga, Miranda|2
Mar 3, 2005|Cessna 340|Bologna, Emilia-Romagna|5
Feb 28, 2005|Rockwell Shrike Commander 500|San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico|0
Feb 21, 2005|BAe 125|Bromont, Quebec|0
Feb 16, 2005|Cessna 560 Citation V|Pueblo, Colorado|8
Feb 15, 2005|Grumman G-21A Goose|Penn Yan, New York|0
Feb 11, 2005|Rockwell Aero Commander 685|Toluca, México|2
Feb 3, 2005|Boeing 737-200|Kabul, Kabul|105
Feb 2, 2005|Canadair CL-600 Challenger|Teterboro, New Jersey|0
Jan 31, 2005|Cessna 208B Grand Caravan|Helsinki-Vantaa, Uusimaa|0
Jan 28, 2005|Learjet 35|Kansas City-Charles B. Wheeler-Downtown, Missouri|0
Jan 27, 2005|Let L-410|Iași, Iași|2
Jan 24, 2005|Boeing 747-200|Düsseldorf-Lohausen, North Rhine-Westphalia|0
Jan 21, 2005|Cessna 421C Golden Eagle III|Olathe, Kansas|5
Jan 19, 2005|Gulfstream GII|Logan-Cache, Utah|0
Jan 13, 2005|Embraer EMB-110 Bandeirante|Keene-Dillant-Hopkins, New Hampshire|1
Jan 13, 2005|PZL-Mielec AN-2|Tura, Krasnoyarsk Krai|9
Jan 11, 2005|Beechcraft 90 King Air|Rawlins, Wyoming|3
Jan 8, 2005|McDonnell Douglas MD-83|Cali-Alfonso Bonilla Aragón (ex Palmaseca), Valle del Cauca|0
Jan 1, 2005|Cessna 551 Citation II|Ainsworth, Nebraska|0
Dec 30, 2004|Ilyushin II-76|Dushanbe, Districts of Republican Subordination|0
Dec 29, 2004|Piper PA-31-310 Navajo|Gallup, New Mexico|1
Dec 24, 2004|Beechcraft 90 King Air|Montpellier-Méditerranée, Hérault|3
Dec 18, 2004|Piper PA-61 Aerostar (Ted Smith 601)|Wheeling-Ohio County, West Virginia|0
Dec 17, 2004|Cessna 421A Golden Eagle I|Denver-Centennial, Colorado|3
Dec 16, 2004|Short 360|Oshawa, Ontario|0
Dec 11, 2004|Embraer EMB-110 Bandeirante|Uberaba, Minas Gerais|3
Dec 10, 2004|Mitsubishi MU-2 Marquise|Denver-Centennial, Colorado|2
Dec 10, 2004|Beechcraft 200 Super King Air|Bayview-Rancho Buena Vista, Texas|0
Dec 10, 2004|PZL-Mielec AN-28|El Junquito, Caracas Federal District|16
Dec 9, 2004|Beechcraft 200 Super King Air|Tulsa, Oklahoma|0
Dec 7, 2004|Piper PA-31-350 Navajo Chieftain|Dayton-James M. Cox, Ohio|1
Dec 4, 2004|Convair CV-580|McAllen, Texas|0
Dec 4, 2004|Convair CV-340|Miami, Florida|0
Dec 2, 2004|Cessna 421B Golden Eagle II|Collegedale, Tennessee|5
