Image|Date|Operator|A/C Type|Location|Fatalities|Registration|Unnamed: 7
|Oct 8, 2001|Air Evex|Cessna 525 CitationJet CJ2|Milan-Linate, Lombardy|4|D-IEVX|+
|Sep 29, 2001|Potter & Son|Cessna 414 Chancellor|Marshfield, Wisconsin|3|N414NG|+
|Sep 27, 2001||Lockheed C-130 Hercules|Campo dos Afonsos AFB, Rio de Janeiro|9|2455|+
|Sep 25, 2001||Douglas DC-6|Nuiqsut, Alaska|0|N867TA|+
|Sep 24, 2001||Piper PA-31-350 Navajo Chieftain|Pagosa Springs-Stevens Field, Colorado|2|N161RB|+
|Sep 23, 2001||Yakovlev Yak-40|Tigil, Kamchatka Krai|0|RA-87481|+
|Sep 21, 2001||Ilyushin II-86|Dubai, Dubai|0|RA-86074|+
|Sep 20, 2001||Swearingen SA226AT Merlin IV|Kuujjuaq (ex Fort Chimo), Quebec|0|C-GWSL|+
|Sep 18, 2001||Let L-410|Guatemala City-La Aurora, Guatemala|8|TG-CFE|+
|Sep 16, 2001||Boeing 737-200|Goiânia, Goiás|0|PP-CJN|+
|Sep 8, 2001||Fletcher FU-24|Waiotira, Northland Regional Council|0|ZK-CMN|+
|Aug 29, 2001||De Havilland DHC-4 Caribou|Port Alsworth, Alaska|0|N2225C|+
|Aug 29, 2001||Casa-Nurtanio CN-235 (IPTN)|Málaga, Andalusia|4|EC-FBC|+
|Aug 28, 2001||Dassault Falcon 20|Detroit-City (Coleman A. Young), Michigan|0|N617GA|+
|Aug 27, 2001||Grumman S-2 Tracker|Hopland, California|1|N442DF|+
|Aug 27, 2001||Grumman S-2 Tracker|Hopland, California|1|N450DF|+
|Aug 25, 2001|Blackhwak International Airways|Cessna 402|Marsh Harbour, Central Abaco|9|N8097W|+
|Aug 24, 2001|Middletown Corporate Aviation|Beechcraft 200 Super King Air|Piqua, Ohio|1|N18260|+
|Aug 24, 2001||Learjet 25|Ithaca-Tompkins, New York|2|N153TW|+
|Aug 23, 2001||Boeing 747-300|Kuala Lumpur, Federal Territory of Kuala Lumpur|0|HZ-AIO|+
|Aug 23, 2001|Klinck Store N°3 Inc.|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Bulverde, Texas|1|N4362A|+
|Aug 13, 2001||De Havilland DHC-2 Beaver|Mackenzie Lake, British Columbia|5|C-GVHT|+
|Aug 9, 2001|Warren Manufacturing|Beechcraft 200 Super King Air|Sandersville-Kaolin, Georgia|0|N899RW|+
|Aug 5, 2001||Dassault Falcon 20|Narsarsuaq, Kommune Kujalleq|3|D-CBNA|+
|Aug 1, 2001||Mitsubishi MU-2 Marquise|Hilton Head, South Carolina|1|N1VY|+
|Jul 28, 2001|Munir H. Abbasy|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Westfield-Barnes, Massachusetts|1|N3DM|+
|Jul 21, 2001|William C. Plate|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Black Mountain, North Carolina|1|N396PM|+
|Jul 15, 2001|David I. Laskin|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Stow-Minute Man Air Field, Massachusetts|0|N9133D|+
|Jul 14, 2001||Ilyushin II-76|Moscow-Chkalovsky, Moscow oblast|10|RA-76588|+
|Jul 12, 2001|Belgavia-PANKh|PZL-Mielec AN-2|Veydelev, Belgorod oblast|0|RA-01447|+
|Jul 8, 2001||Cessna 402|Boston-Logan, Massachusetts|0|N760EA|+
|Jul 7, 2001|Northwest Flying|De Havilland DHC-2 Beaver|Nestor Falls, Ontario|1|C-FNFO|+
|Jul 4, 2001||Tupolev TU-154|Burdakovka, Irkutsk oblast|145|RA-85845|+
|Jun 14, 2001||De Havilland DHC-8-100 (Dash-8)|Båtsfjord, Finnmark|0|LN-WIS|+
|Jun 14, 2001||PAC Cresco 08-600 (08-750)|Gisborne, Gisborne District Council|1|ZK-TMO|+
|Jun 12, 2001||Learjet 25|Salina, Kansas|0|N333CG|+
|Jun 10, 2001|John M. White|Mitsubishi MU-2 Marquise|Cerrillos, New Mexico|2|N187AF|+
|Jun 7, 2001||Learjet 24|Victorville, California|0|N805NA|+
|Jun 7, 2001|Aerope 3S Aviation|Beechcraft 350 Super King Air|Santiago de Compostela, Galicia|0|F-GOAE|+
|Jun 6, 2001||Embraer EMB-820 Navajo/Carajá|Curitiba-Bacacheri, Paraná|0|PT-EFU|+
|Jun 5, 2001|846234 Ontario|Piper PA-31-310 Navajo|Charlottetown, Prince Edward Island|3|C-GMTT|+
|Jun 2, 2001||Antonov AN-2|Volzhsky, Volgograd oblast|3|-|+
|May 27, 2001|Lake Mead Air|Cessna 207 Skywagon/Stationair|Kanab, Utah|0|N6427H|+
|May 22, 2001||Boeing 737-200|Yellowknife, Northwest Territories|0|C-GNWI|+
|May 18, 2001||Casa-Nurtanio CN-235 (IPTN)|Ankara-Mürted AFB (Akinci), Central Anatolia Region (İç Anadolu Bölgesi)|4|TCSG-552|+
|May 17, 2001||Yakovlev Yak-40|Sari, Mazandaran|30|EP-TQP|+
|May 15, 2001|Chrome Air|BAe 125|Lagos-Murtala Muhammed, Lagos|0|5N-RNO|+
|May 14, 2001|CMH Investments|Beechcraft 90 King Air|San Jon, New Mexico|1|N221CH|+
|May 13, 2001|City Wings|Cessna 404 Titan|Pena Pobre, All Puerto Rico|1|N404BA|+
|May 10, 2001||Boeing 727-100|Nzagi, Lunda Norte|0|D2-FCK|+
|May 5, 2001|Northeast Equipment Leasing Corporation|Piper PA-31-350 Navajo Chieftain|Nahant, Massachusetts|0|N3558G|+
|May 5, 2001|Max Schaldach|Piper PA-42 Cheyenne|Nuremberg, Bavaria|1|D-IMAY|+
|May 5, 2001||Cessna 208B Grand Caravan|Steamboat Springs-Bob Adams, Colorado|1|N948FE|+
|Apr 29, 2001|Alan McVinish|Cessna 208A Caravan|Nagambie, Victoria|1|VH-MMV|+
|Apr 27, 2001|Virazh|PZL-Mielec AN-2|Novoaleksandrovsk, Stavropol Krai|0|RA-40997|+
|Apr 26, 2001||Cessna 208B Grand Caravan|Plattsburgh, New York|0|N974FE|+
|Apr 26, 2001|Texas Air Charters|Cessna 402|Del Rio, Texas|1|N80Q|+
|Apr 25, 2001|Adygeya-Avia|PZL-Mielec AN-2|Nekrasovskaya, Krasnodar Krai|0|RA-17832|+
|Apr 23, 2001||PZL-Mielec AN-2|Kobyay, Republic of Yakutia (Sakha)|0|RA-01122|+
|Apr 10, 2001||Rockwell Shrike Commander 500|Thornton Peak, Queensland|4|VH-UJB|+
|Apr 9, 2001|LK Aero Corporation|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Vero Beach, Florida|2|N262MM|+
|Apr 7, 2001||Beechcraft 100 King Air|Grande Prairie, Alberta|0|C-FWPN|+
|Apr 4, 2001||Douglas DC-3|San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico|0|N19BA|+
|Apr 4, 2001||Boeing 737-200|Saint John's, Newfoundland & Labrador|0|C-GDCC|+
|Apr 2, 2001|Travelers Solution|Cessna 501 Citation I|Green Bay, Wisconsin|1|N405PC|+
|Mar 31, 2001|Bishop Aviation|De Havilland DHC-3 Otter|Decatur, Texas|0|N120BA|+
|Mar 31, 2001|Crosco|Piper PA-61 Aerostar (Ted Smith 601)|Marco Island, Florida|1|N900CE|+
|Mar 29, 2001|Avjet|Gulfstream GIII|Aspen-Pitkin County-Sardy Field, Colorado|18|N303GA|+
|Mar 26, 2001||Fokker F27 Friendship|Surabaya-Juanda, East Java|3|PK-MFL|+
|Mar 26, 2001|Technical Leasing|Socata TBM-700|Denver-Centennial, Colorado|1|N300WC|+
|Mar 24, 2001||De Havilland DHC-6 Twin Otter|Saint-Barthélemy-Rémy de Haenen (Saint-Jean-Gustave III), Saint-Barthélemy|20|F-OGES|+
|Mar 23, 2001|Luxor Air|Boeing 707|Monrovia-Roberts, Margibi (Gibi & Marshall)|0|SU-BMV|+
|Mar 22, 2001||Piper PA-31-350 Navajo Chieftain|Orléans-Loiret (Saint-Denis-de-l'Hôtel), Loiret|0|PH-ABD|+
|Mar 17, 2001||Beechcraft 1900C|Lubango, Huíla|16|S9-CAE|+
|Mar 14, 2001|Saxon Wings|Beechcraft G18S|Lanseria, Gauteng|0|ZS-OEP|+
|Mar 11, 2001||Boeing 727-200|Kolonia, Pohnpei Island|0|N701NE|+
|Mar 7, 2001||Boeing 707|São Paulo-Guarulhos, São Paulo|0|PT-MST|+
|Feb 26, 2001||Cessna 500 Citation|Sault Sainte Marie, Michigan|0|N234UM|+
|Feb 20, 2001|Confidential Management Services|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Mac Gillivray, California|1|N9176Z|+
|Feb 20, 2001||Piper PA-31-350 Navajo Chieftain|Val d'Or, Quebec|0|C-GNIE|+
|Feb 19, 2001||Rockwell Gulfstream 695A Jetprop 1000|Puerto López, Meta|8|EJC-114|+
|Feb 14, 2001|Unifly|Piper PA-31 Cheyenne|Kousséri, Far North|3|TJ-AIQ|+
|Feb 13, 2001|Donald R. Robertson|Cessna 421A Golden Eagle I|Talladega, Alabama|5|N5AY|+
|Feb 10, 2001||GAF Nomad N.24|Jacobkondre, Sipaliwini|10|PZ-TBP|+
|Feb 8, 2001|Northern Illinois Flight Center|Swearingen SA226AT Merlin IV|Beaver Island, Michigan|2|N318DH|+
|Feb 8, 2001|E.A.S. Aeroservizi - Executive Aviation Services|Learjet 35|Nuremberg, Bavaria|3|I-MOCO|+
|Feb 4, 2001||Short 360|Sheffield, South Yorkshire|0|EI-BPD|+
|Jan 31, 2001||Sud-Aviation SE-210 Caravelle|Yopal, Casanare|3|HK-3932X|+
|Jan 31, 2001||Douglas DC-6|Donlin Creek, Alaska|0|N4390F|+
|Jan 30, 2001||Cessna 402|Martha’s Vineyard, Massachusetts|0|N6837Y|+
|Jan 28, 2001|Rafael Perez|Rockwell Aero Commander 500|Puerto Plata, Puerto Plata|7|HI-535SP|+
|Jan 27, 2001||Beechcraft 200 Super King Air|Byers, Colorado|10|N81PF|+
|Jan 23, 2001|Majestic Air Cargo|Douglas DC-3|Unalaska, Alaska|2|N19454|+
|Jan 23, 2001|Air Eagle|Let L-410|Maiduguri, Borno|0|9L-LCG|+
|Jan 19, 2001||Casa-Nurtanio CN-235 (IPTN)|Kayseri-Erkilet, Central Anatolia Region (İç Anadolu Bölgesi)|3|097|+
|Jan 14, 2001|Skydive Salt Lake|Beechcraft 90 King Air|Tooele Valley, Utah|9|N616F|+
|Jan 12, 2001|Udélio Scodro|Piper PA-31 Cheyenne|Água Comprida, Minas Gerais|6|PT-OZY|+
|Jan 11, 2001||Embraer EMB-820 Navajo/Carajá|Jequié, Bahia|2|PT-EFA|+
|Jan 9, 2001||IAI Arava 201|Palacios, Gracias a Dios|0|316|+
|Jan 8, 2001||Casa 212 Aviocar|Timika, Special Region of Papua|9|U-614|+
|Jan 6, 2001||Britten-Norman Islander|Mahdia, Potaro-Siparuni|3|8R-GFN|+
|Jan 5, 2001||Boeing 727-100|Dundo, Lunda Norte|1|S9-BAI|+
|Jan 4, 2001|Air Response North|Learjet 35|Schenectady, New York|0|N435JL|+
|Dec 31, 2000|Skyline Ranch Investment Company|Piper PA-60 Aerostar (Ted Smith 600)|Mt Okanagan, British Columbia|4|N88AT|+
|Dec 29, 2000||Bae Jetstream 41|Charlottesville, Virginia|0|N323UE|+
|Dec 23, 2000||Beechcraft 200 Super King Air|Blackbushe, Hampshire|5|VP-BBK|+
|Dec 22, 2000|Mountain Air Service (Maine)|Beechcraft 200 Super King Air|Rangeley-Steven A. Bean, Maine|2|N30EM|+
|Dec 20, 2000||Curtiss C-46 Commando|Mt Redoubt, Alaska|2|N1419Z|+
|Dec 20, 2000||BAe 125|Jackson Hole, Wyoming|0|N236BN|+
|Dec 19, 2000|Augusto César Lemos Belo|PZL-Mielec AN-2|Anápolis, Goiás|0|SP-FLU|+
|Dec 16, 2000|Agropecuária J. Caetano|Rockwell Turbo Commander 680/681|São Paulo-Congonhas, São Paulo|7|PT-IEE|+
|Dec 16, 2000||Casa 212 Aviocar|Mokhotlong, Mokhotlong|0|LDF-48|+
|Dec 14, 2000|Gordon E. Montgomery|Piper PA-31-310 Navajo|Belvidere, North Carolina|1|N120JB|+
|Dec 10, 2000|Four Twenty One|Cessna 421B Golden Eagle II|Norman-University of Oklahoma Westheimer, Oklahoma|2|N52KL|+
|Nov 29, 2000||Douglas DC-9|Atlanta-William Berry Hartsfield, Georgia|0|N826AT|+
|Nov 25, 2000|Mayoral Executive Jet|Aérospatiale SN.601 Corvette|Córdoba, Andalusia|1|EC-DQG|+
|Nov 13, 2000||Beechcraft 90 King Air|Reims-Prunay, Marne|2|F-GIML|+
|Nov 10, 2000|Aerohawk Aviation|Cessna 425 Conquest|Idaho Falls, Idaho|2|N41054|+
|Nov 6, 2000||Cessna 340|Selma, California|1|N12273|+
|Nov 5, 2000||Boeing 747-200|Paris-Roissy-CDG, Val-d'Oise|0|TJ-CAB|+
|Nov 5, 2000|Cheboksary Aviation Enterprise - Cheboksarskoe Aviapredpriatie|Antonov AN-24|Cheboksary, Republic of Chuvashia|0|RA-46499|+
|Nov 1, 2000|OK Aviation|Rockwell Grand Commander 690|São Tomé, Água Grande|0|N6900K|+
|Oct 31, 2000||Boeing 747-400|Taipei-Taoyuan (ex Chiang Kai-shek), Taipei City (臺北市)|83|9V-SPK|+
|Oct 29, 2000|Oscar Osorio Ramírez|Piper PA-31-310 Navajo|Sasaima, Cundinamarca|8|HK-2644-P|+
|Oct 25, 2000||Ilyushin II-18|Batumi, Adjara|84|RA-74295|+
|Oct 24, 2000|Flight Inspection International|Beechcraft 300 Super King Air|Donaueschingen-Villingen, Baden-Württemberg|4|D-CFMC|+
|Oct 20, 2000||Cessna 303 Crusader|Dossenheim, Baden-Württemberg|1|N9645C|+
|Oct 19, 2000|AeroSmith Aviation|Beechcraft 300 Super King Air|Concord-Buchanan Field, California|0|N398DE|+
|Oct 19, 2000||Harbin Yunsunji Y-12|Sam Neua, Houaphan Province|8|RDPL-34130|+
|Oct 12, 2000|Air Capital Enterprises|Piper PA-61 Aerostar (Ted Smith 601)|Burlington, Vermont|0|C-FAWF|+
|Oct 10, 2000||Canadair CL-604 Challenger|Wichita-Dwight D. Eisenhower (Mid-Continent), Kansas|3|C-FTBZ|+
|Oct 9, 2000||Cessna 208B Grand Caravan|Lummi Island, Washington|1|N941FE|+
|Oct 8, 2000||Short SC.7 Skyvan Variant|Port Radium, Northwest Territories|3|C-FSDZ|+
|Oct 6, 2000|Keith Corporation|Mitsubishi MU-2 Marquise|Martha’s Vineyard, Massachusetts|4|N60BT|+
|Oct 6, 2000||Douglas DC-9|Reynosa-General Lucio Blanco, Tamaulipas|4|N936ML|+
|Oct 6, 2000||Antonov AN-72|Luzamba, Lunda Norte|0|TL-ACW|+
|Sep 27, 2000||Convair CV-580|La Grande-4, Quebec|0|C-GFHH|+
|Sep 23, 2000||Cessna 208B Grand Caravan|Greenville, Maine|0|N590TA|+
|Sep 22, 2000||De Havilland DHC-2 Beaver|Clearwater, British Columbia|0|C-FOES|+
|Sep 20, 2000|Entertainment Engineering|Piper PA-31-310 Navajo|Jeffersonville-Clark County, Indiana|0|N63706|+
|Sep 20, 2000||Cessna 207 Skywagon/Stationair|47 Mile Creek, Alaska|1|N42472|+
|Sep 18, 2000||Piper PA-31 Cheyenne|Nuiqsut, Alaska|5|N220CS|+
|Sep 9, 2000|Rentacorp|Dornier DO.28D Skyservant|San Pablo-Coaselsa, Imbabura|1|HC-BNT|+
|Sep 7, 2000|IEG Venture Management|Piper PA-61 Aerostar (Ted Smith 601)|Northampton, Massachusetts|0|N601WK|+
|Sep 6, 2000||Lockheed C-130 Hercules|Burzet, Ardèche|2|N116TG|+
|Sep 2, 2000||Basler BT-67|Pueblo Rico, Risaralda|7|FAC-1659|+
|Aug 29, 2000||Piper PA-31 Cheyenne|Abong Mbang, East|0|TJ-AIM|+
|Aug 26, 2000||Cessna 208B Grand Caravan|Mt Arenal, Alajuela (Center-North)|10|HP-1357APP|+
|Aug 26, 2000||Beechcraft 300 Super King Air|Ensenada, Baja California|3|XC-AA72|+
|Aug 24, 2000||Cessna 340|Klöntal, Schwyz|5|D-ICEN|+
|Aug 24, 2000|NewTek Enterprise|Cessna 421C Golden Eagle III|Hunt, Texas|1|N421NT|+
|Aug 24, 2000|West Coast Airways|Let L-410|Freetown-Lungi, Northern Province|0|9L-LBN|+
|Aug 23, 2000||Airbus A320|Bahrain, All Bahrain|143|A4O-EK|+
|Aug 18, 2000|XJ6 Inc.|Beechcraft 60 Duke|Atlanta-Fulton County-Brown Field, Georgia|1|N8WD|+
|Aug 15, 2000||Piper PA-31-350 Navajo Chieftain|Hazlehurst, Georgia|3|N801MW|+
|Aug 14, 2000||Cessna 208A Caravan|Teslin Lake, British Columbia|2|C-GMPB|+
|Aug 9, 2000|Aircraft Guaranty Title & Trust|Cessna 340|Griesheim-August-Euler, Hesse|3|N4424X|+
|Aug 9, 2000|Patuxent Airways|Piper PA-31-350 Navajo Chieftain|Burlington, New Jersey|9|N27944|+
|Aug 4, 2000|Medical Enterprises|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Augusta-Daniel Field, Georgia|3|N198PM|+
|Aug 2, 2000||PZL-Mielec AN-2|Baykit, Krasnoyarsk Krai|0|RA-32718|+
|Jul 31, 2000||De Havilland DHC-6 Twin Otter|Raleigh-Durham, North Carolina|1|N201RH|+
|Jul 29, 2000|Aerial Services India|Beechcraft 200 Super King Air|Kulu-Bhuntar, Himachal Pradesh|5|VT-EIE|+
|Jul 27, 2000|Airwave Transport|Grumman G-159 Gulfstream I|Montreal-Pierre-Elliott Trudeau (ex Dorval), Quebec|0|C-GPTG|+
|Jul 27, 2000||De Havilland DHC-6 Twin Otter|Dhangadhi, Seti|25|9N-ABP|+
|Jul 19, 2000|Airwave Transport|Grumman G-159 Gulfstream I|Linneus, Maine|2|C-GNAK|+
|Jul 18, 2000||Fokker F28 Fellowship|Ahwaz, Khuzestan|0|EP-PAU|+
|Jul 17, 2000||Boeing 737-200|Patna, Bihar|60|VT-EGD|+
|Jul 15, 2000||Canadair CL-215|Volos, Thessaly / Θεσσαλία|2|1048|+
|Jul 12, 2000||Airbus A310|Vienna-Schwechat, Vienna|0|D-AHLB|+
|Jul 8, 2000||BAe Jetstream 31|Chulum Juárez, Chiapas|19|N912FJ|+
|Jul 7, 2000|Convergence Aviation|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Lytchett Matravers, Dorset|0|N44DN|+
|Jul 4, 2000||Tupolev TU-154|Thessaloniki, Thessaly / Θεσσαλία|0|HA-LCR|+
|Jun 29, 2000||Douglas A-26 Invader|Grande Prairie, Alberta|0|CF-EZX|+
|Jun 26, 2000||Boeing 737-200|Khartoum, Khartoum (الخرطوم)|0|7O-ACQ|+
|Jun 24, 2000|Alligator Airways|Beechcraft 70 Queen Air|Leonora, Western Australia|0|VH-MWJ|+
|Jun 23, 2000||Learjet 55 Longhorn|Boca Raton, Florida|3|N220JC|+
|Jun 19, 2000|AvNorth Aviation|De Havilland DHC-2 Beaver|Hotnarko Lake, British Columbia|3|C-GAXE|+
|Jun 14, 2000||McDonnell Douglas MD-81|Newark, New Jersey|0|N16884|+
|Jun 14, 2000||Piper PA-31-350 Navajo Chieftain|Liverpool-John Lennon (ex Speke), Merseyside|5|G-BMBC|+
|Jun 13, 2000||Dassault Falcon 20|Peterborough, Ontario|0|N184GA|+
|Jun 13, 2000|EFS Flug Service|Pilatus PC-6 (Porter & Turbo Porter)|Bremgarten, Baden-Württemberg|0|D-FDHM|+
|Jun 12, 2000|Scan African Aviation|Cessna 425 Conquest|Dar es Salaam, Dar es Salaam Region|0|5H-SCB|+
|Jun 11, 2000|Air Andalusia|Cessna 402|Palma de Mallorca, Balearic Islands|0|EC-EPK|+
|Jun 5, 2000||Fokker F27 Friendship|Accra-Kotoka, Greater Accra|7|G524|+
|Jun 5, 2000||Piper PA-31-350 Navajo Chieftain|Kiowa, Colorado|2|N67BJ|+
|Jun 2, 2000||Cessna 401|La Romana, La Romana|1|HI-696CT|+
|May 30, 2000||Beechcraft 90 King Air|Goiânia, Goiás|0|PP-EFC|+
|May 26, 2000||Piper PA-31-350 Navajo Chieftain|Zurich-Kloten, Zurich|1|HB-LTC|+
|May 25, 2000||Short 330|Paris-Roissy-CDG, Val-d'Oise|1|G-SSWN|+
|May 23, 2000|Calico Ventures|Beechcraft 200 Super King Air|Pacific Ocean, All World|0|N24CV|+
|May 21, 2000||BAe Jetstream 31|Wilkes-Barre, Pennsylvania|19|N16EJ|+
|May 18, 2000||Beechcraft 1900C|Moanda, Haut-Ogooué (Franceville)|3|TR-LFK|+
|May 14, 2000|John M. Stone|Beechcraft C-45 Expeditor|Monroe, North Carolina|0|N6082|+
|May 10, 2000|Price Aircraft Company|Rockwell Sabreliner 65|Molokai, Hawaii|6|N241H|+
|May 3, 2000||Britten-Norman Islander|Kurupung, Cuyuni-Mazaruni|1|8R-GAC|+
|Apr 30, 2000|Robert C. Donoho|Piper PA-61 Aerostar (Ted Smith 601)|Estes Park, Colorado|2|N7421S|+
|Apr 30, 2000||Douglas DC-10|Entebbe, Central|0|N800WR|+
|Apr 29, 2000|Brutlag Aviation|Beechcraft C-45 Expeditor|Urbana-Day Aero Place, Illinois|0|N3482|+
|Apr 29, 2000||Britten-Norman Islander|Bapi, Manus|4|P2-ISA|+
|Apr 19, 2000||Boeing 737-200|Davao City, Davao del Sur|131|RP-C3010|+
|Apr 16, 2000||PZL-Mielec AN-2|Tomuzlovskoye, Stavropol Krai|3|RA-33443|+
|Apr 15, 2000||Cessna 404 Titan|Lansing, Michigan|0|N26SA|+
|Apr 5, 2000||Learjet 35|Marianna, Florida|3|N86BE|+
|Apr 2, 2000|Foster Webb Air Charter|Piper PA-31-350 Navajo Chieftain|Manzini-Matsapha, All Swaziland|2|ZS-NGV|+
|Apr 1, 2000|Taxval|Cessna 208A Caravan|Estancia Las Cruces, Buenos Aires province|1|LV-ZSR|+
|Mar 26, 2000|Mike G. Rutherford|Cessna 525 CitationJet CJ1|Rutherford Ranch (Buda), Texas|1|N130MR|+
|Mar 21, 2000||Saab 340|Killeen, Texas|0|N353SB|+
|Mar 21, 2000||Beechcraft 90 King Air|Bursa, Marmara Region (Marmara Bölgesi)|1|TC-LMK|+
|Mar 17, 2000||De Havilland DHC-6 Twin Otter|Carreto, Guna Yala|10|HP-1267APP|+
|Mar 9, 2000|Vologda Air Enterprise - Vologodskoe Aviapredpriatie|Yakovlev Yak-40|Moscow-Sheremetyevo, Moscow oblast|9|RA-88170|+
|Mar 5, 2000||Boeing 737-300|Burbank, California|0|N668SW|+
|Feb 27, 2000||Piper PA-31-350 Navajo Chieftain|Stony Rapids, Saskatchewan|0|C-FATS|+
|Feb 23, 2000||Cessna 402|Mojotoro, Salta|4|LV-MEW|+
|Feb 21, 2000||Piper PA-31 Cheyenne|Kotzebue-Ralph Wien Memorial, Alaska|0|N219CS|+
|Feb 16, 2000||NAMC YS-11|Sapporo-Okadama, Hokkaidō|0|JA8727|+
|Feb 12, 2000||Boeing 727-100|Luanda-4 de Fevereiro, Luanda|0|S9-NAZ|+
|Feb 11, 2000|American Check Transport|Mitsubishi MU-2 Marquise|Lewiston, Idaho|1|N152BK|+
|Feb 9, 2000||Piper PA-31 Cheyenne|Wales, Alaska|0|N110JK|+
|Feb 7, 2000|Terry Air|Piper PA-31-350 Navajo Chieftain|Williston Lake, British Columbia|0|C-GBFZ|+
|Feb 3, 2000||Boeing 707|Mwanza, Mwanza Region|0|ST-APY|+
|Jan 31, 2000||Embraer EMB-110 Bandeirante|Envira, Amazonas|0|PP-EAM|+
|Jan 30, 2000||Airbus A310|Abidjan, Lagunes|169|5Y-BEN|+
|Jan 27, 2000|Matrix Aviation|Mitsubishi MU-300 Diamond|Dallas-Love Field, Texas|0|N900WJ|+
|Jan 26, 2000||Cessna 414 Chancellor|Oklahoma City-Downtown Airpark, Oklahoma|0|N7VS|+
|Jan 22, 2000|Aerodomca - Aeronaves Dominicanas|Cessna 207 Skywagon/Stationair|Las Terrenas, Samaná|7|HI-528CT|+
|Jan 18, 2000|Hart Corporation Delaware Division|Beechcraft 90 King Air|Somerset, Kentucky|4|N74CC|+
|Jan 16, 2000|Alster Flug Center|Cessna 421C Golden Eagle III|Heringsdorf, Mecklenburg-Vorpommern|0|D-ILMS|+
|Jan 15, 2000|Taxi Aéreo Centroamericano - TACSA|Let L-410|San José-Tobías Bolaños, Heredia (Center-North)|5|YS-09-C|+
|Jan 13, 2000||Short 360|Marsa el Brega, Al Wahat (الواحات)|22|HB-AAM|+
|Jan 13, 2000||De Havilland DHC-2 Beaver|Lake Adonis, Quebec|3|C-FIVA|+
|Jan 10, 2000||Saab 340|Nassenwil, Zurich|10|HB-AKK|+
|Jan 10, 2000|N3193X Bonanza Corporation|Piper PA-61 Aerostar (Ted Smith 601)|Coatesville-Chester County-G. O. Carlson, Pennsylvania|2|N905DK|+
|Jan 2, 2000||Cessna 421B Golden Eagle II|Telluride, Colorado|1|N421CF|+
|Dec 28, 1999||Cessna 208A Caravan|Abbotsford, British Columbia|0|C-FGGG|+
|Dec 28, 1999||Lockheed C-130 Hercules|Luzamba, Lunda Norte|0|S9-BOP|+
|Dec 25, 1999||Yakovlev Yak-42|Valencia, Carabobo|22|CU-T1285|+
|Dec 25, 1999||De Havilland DHC-6 Twin Otter|Simara, Narayani|10|9N-AFL|+
|Dec 24, 1999||Cessna 207 Skywagon/Stationair|Bethel, Alaska|0|N1864|+
|Dec 23, 1999|M & N Aviation (1999)|Cessna 208B Grand Caravan|Adjuntas, All Puerto Rico|0|N1315A|+
|Dec 22, 1999||Boeing 747-200|Stansted, Essex|4|HL7451|+
|Dec 22, 1999|Thomas H. Hoffman|Rockwell Aero Commander 500|Georgetown, South Carolina|2|N6261B|+
|Dec 21, 1999|McMahan Enterprises|Cessna 551 Citation II|Cordele-Crisp County, Georgia|1|N1218S|+
|Dec 21, 1999||Douglas DC-10|Guatemala City-La Aurora, Guatemala|18|F-GTDI|+
|Dec 19, 1999||Beechcraft 90 King Air|Beaufort, South Carolina|1|N75CF|+
|Dec 16, 1999|Robert J. Denison|Piper PA-31 Cheyenne|Santa Fe, New Mexico|0|N919RD|+
|Dec 12, 1999|Panda Leasing Company|IAI 1124 Westwind|Gouldsboro, Pennsylvania|3|N50PL|+
|Dec 10, 1999||BAe ATP|São Jorge Island, Azores Islands|35|CS-TGM|+
|Dec 9, 1999||Cessna 525 CitationJet CJ1|Point Lookout, Missouri|6|N525KL|+
|Dec 9, 1999||Piper PA-31-310 Navajo|Sundsvall, Medelpad|8|SE-GDN|+
|Dec 9, 1999||Lockheed C-130 Hercules|Kuwait City, All Kuwait|3|63-7854|+
|Dec 9, 1999|Primorski RLTT|Antonov AN-14|Khvishchanka, Primorsky Krai|3|FLARF-02373|+
|Dec 7, 1999||Cessna 207 Skywagon/Stationair|Bethel, Alaska|6|N1747U|+
|Dec 7, 1999||Let L-410|Kasibu, Nueva Vizcaya|17|RP-C3883|+
|Dec 1, 1999|Schuybroek Aviation|Piper PA-31-310 Navajo|Annemasse, Haute-Savoie|0|N38RG|+
|Nov 29, 1999||PZL-Mielec AN-28|Szczecin, West Pomeranian Voivodeship (Zachodniopomorskie)|0|ES-NOF|+
|Nov 27, 1999|William S. Warren|De Havilland DHC-2 Beaver|Washougal, Washington|4|N666XT|+
|Nov 21, 1999|Walter L. Cecil|Piper PA-60 Aerostar (Ted Smith 600)|Avalon (Catalina Island), California|1|N97CC|+
|Nov 18, 1999||Convair CV-580|Tshikapa, Kasai-Occidental|0|9Q-CEJ|+
